,name,location,formatted_address,icon,place_id,price_level,lat,lon,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
10373,Birdfolks,"1 West Coast Drive #01-75 Newest, Singapore 128020 Singapore","1 W Coast Dr, #01-75 NEWest, Singapore 128020",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJj47DQpca2jEROV02fSR2_-A,nil,1.3167356,103.7573896,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10374,Plank Sourdough Pizza,"21 Eng Kong Terrace Eng Kong Park, Singapore 598993 Singapore","21 Eng Kong Terrace, Singapore 598993",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJdV-1TnUR2jERQvYmYfK3h8c,nil,1.3363914,103.7681552,"Sun12:00 PM - 10:00 PM,Mon12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Tue12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Wed12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Fri12:00 PM - 10:00 PM,Sat12:00 PM - 10:00 PM",,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10377,Sakon Thai,"302 Tiong Bahru Road #02-135 Tiong Bahru Plaza, Singapore 168732 Singapore","Tiong Bahru Plaza, #02-135, 302 Tiong Bahru Rd, Singapore 168732",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJPUeWjWcZ2jERWGmm1jrL5KY,nil,1.2864195,103.82706,"Sun11:30 AM - 9:30 PM,Mon11:30 AM - 9:30 PM,Tue11:30 AM - 9:30 PM,Wed11:30 AM - 9:30 PM,Thu11:30 AM - 9:30 PM,Fri11:30 AM - 9:30 PM,Sat11:30 AM - 9:30 PM",,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10379,Hao Chi Durians,"Blk 109 Clementi Street 11 Sunset Way Residence # 01 120109 09, Singapore 120109 Singapore",nil,nil,nil,nil,nil,nil,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10380,Twelve Cupcakes,"3155 Commonwealth Avenue West The Clementi Mall, Singapore 129588 Singapore","3155 Commonwealth Ave W, #B1 - K21, Singapore 129588",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJFwIEMo4a2jERu9LE1B37_-k,nil,1.3150155,103.7644225,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10382,Took Lae Dee,"107 North Bridge Road #01-02 Funan, Singapore 179105 Singapore","107 North Bridge Rd, #01-02 Funan, Singapore 179105",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJGxWGb1AZ2jERgma6BUv79Eo,nil,1.2911354,103.8501524,"Sun11:00 AM - 9:00 PM,Mon11:00 AM - 9:00 PM,Tue11:00 AM - 9:00 PM,Wed11:00 AM - 9:00 PM,Thu11:00 AM - 9:00 PM,Fri11:00 AM - 9:00 PM,Sat11:00 AM - 9:00 PM",,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10383,The Roof @ Beer Alley,"293 Lorong 6 Toa Payoh #03-03, Toa Payoh Safra, Singapore 319387 Singapore","293 Lor 6 Toa Payoh, #03-03, Singapore 319387",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ-X2ZVtIX2jERugr-6vNPIvo,nil,1.3300195,103.8544892,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10384,Yenly Yours,"3 Temasek Boulevard Suntec City Mall #01-K6, Suntec City Mall, Singapore 038983 Singapore","3 Temasek Blvd, #01-K6 East Wing Suntec City Mall, Singapore 038983",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJ5c3wstkZ2jERQwm1JUAWjX8,nil,1.2950084,103.8599791,None,,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,Vendcafe,"31 Anchorvale Drive Anchor Green Primary School Block 320C, Singapore 544969 Singapore","31 Anchorvale Dr, Singapore 544969",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,ChIJNz0blm0W2jER1j2s44pL-Lw,nil,1.3908643,103.8871175,None,nil,nil,nil,nil,nil,2.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10387,Krispy Kreme,"1 Northpoint Drive Northpoint City #01-133 Northpoint City, Singapore 768019 Singapore","1 Yishun Ave 2, #01 - 133, Singapore 768019",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJbdeLnm8U2jERH59Y0r-SZdM,nil,1.4287383,103.8363157,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10389,Skyview Lounge,"singapore - Changi (SIN), Terminal 1 Terminal 1 Departure Transit Hall, Singapore 819642 Singapore","1 Airport Boulevard Level 3 Terminal 1, Departure/Transit Lounge West, Singapore 819642",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,ChIJkVsTTmI82jERH5FIfCJVqvw,nil,1.3627666,103.9891282,None,,25,25,25,nil,2.5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10390,Thunder Tea Rice,"HDB Hub, Gourmet Paradise, Stall 4, Singapore 310480 Singapore","480 Lor 6 Toa Payoh, #B1-01 HDB Hub, Singapore 310480",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJw75m3mYX2jERpcyPkmiYwxU,nil,1.3324157,103.8483296,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10392,T Time by 93 Degrees,"8 Lorong Mambong Holland Village, Singapore 277674 Singapore","8 Lor Mambong, Singapore 277674",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJHXvcpWsa2jERSQwp1dXWDQo,nil,1.3112193,103.7952526,None,nil,nil,nil,nil,nil,2.5,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394,Shuang Shun Chicken Rice,"346 Geylang Road, Singapore 389367 Singapore","346 Geylang Rd, Singapore 389367",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJFzDfGzoY2jERJA-Gfu2GSKo,1,1.3126682,103.8806808,None,nil,nil,nil,nil,nil,2.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,Sk Cafe,"810 Geylang Road City Plaza # 04 18 19, Singapore 409286 Singapore","City Plaza #04-18/19, 810 Geylang Rd, Singapore 409286",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJeUvisRcY2jERqZlDM-zLefs,nil,1.3148991,103.8933687,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10401,Big Fish Small Fish,"02-132/133 Northpoint City South Wing, Singapore 769098 Singapore","930 Yishun Ave 2, #02-132/133, Singapore 769098",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ3UWhnG8U2jER5T9R6FzLBNA,2,1.42959,103.8357694,None,nil,nil,nil,nil,nil,3.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10404,Ah Mei Cafe,"IMM Building, Singapore Singapore","200 Turf Club Rd, #01 - 27, Singapore 287994",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJmzWdSUUR2jERIP3Rz6YRDU4,nil,1.3374951,103.7933368,None,,nil,nil,nil,nil,2.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10405,Bricks'n'Cubes Cafe,"2 Handy Road The Cathay #02-12/14, Singapore 229233 Singapore",nil,nil,nil,nil,nil,nil,"Sun12:00 PM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",,nil,nil,nil,nil,3.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10406,Maki-San,"17 Petir Road Hillion Mall #B1-23, Hillion Mall, Singapore 678278 Singapore","#B2-07 Hillion Mall, 678278, 17 Petir Rd, Singapore",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJbXbhW7sR2jERgYb9OBfATQs,2,1.3785171,103.7632971,None,,nil,nil,nil,nil,2.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,Gelare,"17 Petir Road Hillion Mall # B1 31 32, Singapore 678278 Singapore","17 Petir Rd, Singapore 678278",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJ_8HAraQR2jERaLrfjzD5k7Y,nil,1.3784819,103.7632117,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10408,Ya Hua Bak Kut Teh,"205 Hougang Street 21 Heartland Mall- Kovan Heartland Mall, Level 2, Singapore 530205 Singapore","205 Hougang Street 21, Level 2 Heartland Mall Kovan, Singapore 530205",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJIZCUvzgX2jERB6AC5QBK_c0,nil,1.359469,103.8851289,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10415,Jws Grille Factory,"Blk 339 Ang Mo Kio Avenue 1 #01-1601 Teck Ghee Court, Singapore 560339 Singapore","Ang Mo Kio Ave 1, Blk 339, Singapore 560339",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJbWOqk20X2jERKCRSHmk7Lzc,nil,1.3645196,103.8489922,None,nil,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10417,Donya Japanese Cuisine,"blk 126 Lorong 1 Toa Payoh #01-577 Toa Payoh Heights, Singapore 310126 Singapore","126 Lor 1 Toa Payoh, Singapore 310126",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJq6raK2gX2jERhcv6u428ZwQ,1,1.338374,103.845005,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,Lou Yau,"30 Sembawang Drive #01-27B Sun Plaza, Singapore 757713 Singapore","30 Sembawang Dr, Singapore 757713",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJHYe2MX0T2jER6vve5JwvRvw,nil,1.4482678,103.8196887,None,nil,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10419,Koufu,"Blk 445 Fajar Road Fajar Shopping Centre, Singapore 670445 Singapore","445 Fajar Road, #01-548, Fajar Shopping Centre, Singapore 670445",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ7dkTQp8R2jERNlhKbItdayA,1,1.3838672,103.7705214,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,Lek Lim,"84 Bedok North Street 4, Singapore 461084 Singapore","84 Bedok North Street 4, #01-21, Singapore 460084",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJz46hRDY92jERbsCJAZo3FAw,nil,1.331847,103.939684,None,,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,Ichiban Tei,"60 Robertson Quay The Quayside #01-04 The Quayside, Singapore 238252 Singapore","The Quayside #01-13, 60 Robertson Quay (S)238252, 60 Robertson Quay, Singapore 238252",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJhySyCp4Z2jERyXxozg8J6U4,nil,1.2901489,103.8391164,None,,nil,nil,nil,nil,2.5,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,Taste Garden,"81 Lorong Chencharu Orto #01-10, Singapore 769198 Singapore","81 Lor Chencharu, #01-02/03, Singapore 769198",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJybpJHA8U2jER4AbuTLLglvc,nil,1.4132019,103.8293385,None,nil,nil,nil,nil,nil,3.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426,121 Reservoir Kopi Point,"121 Bedok Reservoir Road Eunos Vista, Singapore 470121 Singapore","121 Bedok Reservoir Rd, Singapore 470121",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJJfrtGPwX2jERuzaLgJylIIM,nil,1.3309592,103.9098223,None,nil,nil,nil,nil,nil,3.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10427,Kenny Rogers Roasters,"2 Tampines Central 5 Century Square #04-13, Century Square, Singapore 529509 Singapore","10 Tampines Central 1, Singapore 529536",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJedb5ixE92jERcNeTqPIW5co,nil,1.3526452,103.9437533,None,,nil,nil,nil,nil,3.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,Swensen's,"68 Orchard Road Plaza Singapura #03-23 Plaza Singapura, Singapore 238839 Singapore","68 Orchard Rd, #03-23, Singapore 238863",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJO2zcfr0Z2jER1H5mtTXM7WY,2,1.3005317,103.8452356,"Sun10:30 AM - 10:30 PM,Mon10:30 AM - 10:30 PM,Tue10:30 AM - 10:30 PM,Wed10:30 AM - 10:30 PM,Thu10:30 AM - 10:30 PM,Fri10:30 AM - 10:30 PM,Sat10:30 AM - 10:30 PM",,35,30,30,35,3.0,145,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10430,Nana Original Thai Food,"101 Yishun Ave 5 #01-27, Singapore 760101 Singapore","701A Yishun Ave 5, #01-01, Singapore 761701",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJFawXenAU2jERuzfASOwf_HY,1,1.4298646,103.8279248,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,Rahman Restaurant,"1 Kampong Bahru Road, Singapore 169339 Singapore","89 Kampong Bahru Rd, Singapore 169382",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJG7i-Im8Z2jERua88tq_iUZU,nil,1.2762246,103.8354912,"Sun12:00 AM - 11:59 PM,Mon12:00 AM - 11:59 PM,Tue12:00 AM - 11:59 PM,Wed12:00 AM - 11:59 PM,Thu12:00 AM - 11:59 PM,Fri12:00 AM - 11:59 PM,Sat12:00 AM - 11:59 PM",,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10434,Match Restaurant &amp; Lounge,"7 Raffles Boulevard Pan Pacific Hotel Pan Pacific Singapore, Singapore 039595 Singapore","7 Raffles Blvd, Level 3 Pan Pacific, Singapore 039595",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJpdci5agZ2jERwemft0vcdpo,nil,1.29237,103.8587639,"Wed11:30 AM - 2:00 PM,Thu11:30 AM - 2:00 PM,Fri11:30 AM - 2:00 PM",,nil,nil,nil,nil,2.5,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10436,Pepper Lunch - Hougang Mall,"90 Hougang Avenue 10 Hougang Mall #B1-24/25/26 Hougang Mall, Singapore 538766 Singapore","90 Hougang Ave 10, #B1-24 Hougang Mall, Singapore 538766",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ48hEnDcW2jER7qtNI-oHUm4,2,1.372455,103.8938277,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,2.5,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10439,Yamada Restaurant &amp; Sushi Bar,"#B1-08, The Sail, Singapore 018987 Singapore","2 Marina Blvd, The Sail at Marina Bay, Singapore 018987",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJlcF4Rw4Z2jERKmTFbGcNKi4,nil,1.2811359,103.8531134,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,2.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10440,Pizza Maru,"201 Victoria Street, #04-03/04, Singapore 188067 Singapore","Bugis+, 201 Victoria St, #04-03/04, Singapore 188067",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJV_4-6LoZ2jERa8b-PIKCHYE,nil,1.2996247,103.8543371,None,,nil,nil,nil,nil,3.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10441,Starbucks Coffee,"38 Irrawaddy Road, Singapore 329563 Singapore","38 Irrawaddy Rd, #01-14 Mount Elizabeth Novena Hospital, Singapore 329563",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJYf67HZMZ2jERfgm7KvwVCYg,2,1.3221073,103.8440917,None,nil,nil,nil,nil,nil,3.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,Pizzaboy,"116 Changi Road #01-09 Wis@Changi, Singapore 419718 Singapore","116 Changi Road, #01-09, WIS@Changi 419718, Singapore 419718",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJaadncxAY2jERrrLbbW4aV4Y,nil,1.3164491,103.9012131,None,nil,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10445,Steamov,"325 New Bridge Road Thye Shan Mansion, Singapore 088760 Singapore","325 New Bridge Rd, #01-00, Singapore 088760",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJJQGNQXIZ2jERhwDt2LlfQQY,2,1.2808639,103.8408966,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10448,Asahi,"30 Maxwell Road, Singapore 069114 Singapore","30 Maxwell Rd, Singapore 069114",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJNahPaNAZ2jERzTWtZ-G-mbs,nil,1.2776396,103.8453116,None,,nil,nil,nil,nil,2.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,KFC,"139 Tampines St 11 #01-66, Singapore 521139 Singapore","139 Tampines St. 11, #01-66, Singapore 521139",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJm1kpYhY92jERMENukRQlZuY,2,1.3459153,103.9440795,None,,nil,nil,nil,nil,2.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,Pin Wei Chicken Rice &amp; Noodle,"Blk 6 Tanjong Pagar Plaza Market &amp; Food Center #02-45, Singapore Singapore","6 Tanjong Pagar Plaza, #02-45, Singapore 081006",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJA5N2H-4Z2jERDBgANhxMYcU,nil,1.2766945,103.8431415,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,Hong Kong Wonton Noodles,"2 Orchard Turn Ion Orchard #B4-54 Ion Orchard, Singapore 238801 Singapore","2 Orchard Turn, #B4-54, Singapore 238801",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ6-KJwY0Z2jER6gTm_c2eG38,nil,1.3039685,103.8317288,None,,nil,nil,nil,nil,2.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10454,Wen Jia Bao,"Lot. #01-K99, People's Park Complex, 1 Park Road, Chinatown, Singapore 059108 Singapore","Park Rd, People's Park Complex, Singapore 059108",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ7xlYnHQZ2jER0yW6M8bP-cg,nil,1.2846887,103.8426332,None,,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10457,Greendot Plaza Singapura,"68 Orchard Road #B2-52/54 Plaza Singapura, Singapore 238839 Singapore","68 Orchard Road, #B2-52/54, Plaza, Singapore 238839",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJYUrWyq8Z2jERzcToIBX-PCc,2,1.3003494,103.8449184,None,,nil,nil,nil,nil,2.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10458,Streats Hong Kong Cafe,"11 Tanjong Katong Road One Km Floor 02 Unit 2 19, Singapore 437157 Singapore","11 Tanjong Katong Rd, Singapore 436950",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,ChIJPQuOBBcY2jERZvUEJuZGmt0,nil,1.3143724,103.8944394,"Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,nil,nil,nil,nil,2.5,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,Kopitiam,"5 Changi Business Park Central 1 Changi City Point Changi City Point, Singapore 486038 Singapore","5 Changi Business Park Central 1, #02-01/02 Changi City Point, Singapore 486038",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ9Ya5i-Q92jERTqSJoPjvvls,nil,1.3346539,103.9623098,None,,nil,nil,nil,nil,2.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10465,Ming Kitchen,"40 Holland Drive #01-39, Singapore 270040 Singapore","40 Holland Dr, #01-39, Singapore 270040",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJed9z7UEa2jERl0GJ5AAxWTA,2,1.3070695,103.7934578,None,,nil,nil,nil,nil,3.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
