,name,location,working_hours,price_range,tags,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt
10414,The Coffee Bean &amp; Tea Leaf Cafe,"5 Changi Business Park Central 1 Changi City Point #01-41, Singapore 486038 Singapore","Sun08:00 AM - 10:00 PM,Mon07:30 AM - 10:00 PM,Tue07:30 AM - 10:00 PM,Wed07:30 AM - 10:00 PM,Thu07:30 AM - 10:00 PM,Fri07:30 AM - 10:00 PM,Sat08:00 AM - 10:00 PM",,Cafe,35,30,35,nil,3.5,18
10415,Naughty Pigs,"306 Tanjong Katong Road Tanjong Katong and Goodman Road junction, Singapore 437089 Singapore","Sun11:00 AM - 2:30 PM5:00 PM - 11:00 PM,Tue5:00 PM - 11:00 PM,Wed5:00 PM - 11:00 PM,Thu5:00 PM - 11:00 PM,Fri5:00 PM - 11:00 PM,Sat5:00 PM - 11:00 PM",,"American,Southwestern,Barbecue",40,30,35,nil,3.5,8
10417,Burger King,"68 Orchard Road Plaza Singapura Plaza Singapura, #B1-11, Singapore 238839 Singapore","Sun08:30 AM - 10:30 PM,Mon08:30 AM - 10:30 PM,Tue08:30 AM - 10:30 PM,Wed08:30 AM - 10:30 PM,Thu08:30 AM - 10:30 PM,Fri08:30 AM - 10:30 PM,Sat08:30 AM - 10:30 PM",,Fast food,35,35,35,nil,3.5,22
10418,Kao Zhi Wei,"Blk 159A, Hougang Street 11, #01-02, Singapore 530159 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10419,Morning Bak Kut Tea,"531A Upper Cross Street Hong Lim Complex 01-72 Hong Lim Food Centre, Singapore 051531 Singapore",None,nil,,nil,nil,nil,nil,3.5,2
10420,Paik's Bibim,"1 Harbourfront Walk Vivo City #02-125 Vivo City, Singapore 098585 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10421,Iza,"695 East Coast Road Frankel Estate, Singapore 459059 Singapore",None,,,nil,nil,nil,nil,3.5,2
10423,Subway,"2 Jurong East Street 21 Imm Building Unit #01-114, IMM Building, Singapore 609601 Singapore",None,,Deli,nil,nil,nil,nil,5.0,1 review
10424,Hokkien Man Hokkien Mee,"19 Lorong 7 Toa Payoh Kim Keat Palm, Singapore 310019 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10425,Satay Guan,"13 Whampoa Dr, 01, Singapore 320090 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10426,Thaksin Beef Noodle,"4 Seah Im Road #01-44 Seah Im Hawker Centre, Singapore 099114 Singapore","Sun08:30 AM - 9:00 PM,Mon08:30 AM - 9:00 PM,Tue08:30 AM - 9:00 PM,Wed08:30 AM - 9:00 PM,Thu08:30 AM - 9:00 PM,Fri08:30 AM - 9:00 PM,Sat08:30 AM - 9:00 PM",,,nil,nil,nil,nil,4.0,1 review
10427,Poke Theory,"5 Straits View The Heart Marina One #b2-52, Singapore 018935 Singapore",None,,,nil,nil,nil,nil,4.0,1 review
10430,Barcelos Flame Grilled Chicken,"1 Harbourfront Walk Vivo City VivoCity #02-91-93, Singapore 098585 Singapore",None,nil,,nil,nil,nil,nil,4.0,2
10431,Sushi Plus,"200 Victoria Street Bugis Junction Bugis Junction 02-53, Singapore 188021 Singapore",None,,"Taiwanese,Japanese Fusion",nil,nil,nil,nil,3.5,2
10432,Weng Fatt Hong Kong Roasted Specialist,"210 Hougang Street 21, Singapore 530210 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10433,Qita in the Park,"20 Upper Pickering Street Telok Ayer Hong Lim Green Community Centre, Singapore 058284 Singapore",None,nil,,nil,nil,nil,nil,4.0,2
10434,Bratworks,"16 Enggor Street Altez #01-01, Singapore 079717 Singapore","Sun10:00 AM - 8:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 8:00 PM",,German,nil,nil,nil,nil,3.5,4
10436,100 Good Things,"2 Balestier Road Floor 01 Balestier Hill Shopping Centre 685 Block 2, Opposite Thomson Medical Centre, Singapore 320002 Singapore",None,,,nil,nil,nil,nil,5.0,1 review
10437,Practice Tuckshop,"58 Waterloo Street Ground floor, Singapore 187956 Singapore","Tue10:30 AM - 5:30 PM,Wed10:30 AM - 5:30 PM,Thu10:30 AM - 5:30 PM,Fri10:30 AM - 5:30 PM,Sat10:30 AM - 5:30 PM",,Asian,nil,nil,nil,nil,4.0,1 review
10438,Soup Master,"200 Jalan Besar, Singapore 208886 Singapore","Sun12:00 PM - 02:00 AM,Mon12:00 PM - 02:00 AM,Tue12:00 PM - 02:00 AM,Wed12:00 PM - 02:00 AM,Thu12:00 PM - 02:00 AM,Fri12:00 PM - 02:00 AM,Sat12:00 PM - 02:00 AM",,,nil,nil,nil,nil,3.0,9
10439,Seri Restaurant,"580 Queensway, Singapore 149066 Singapore","Sun12:00 PM - 3:00 PM6:30 PM - 10:00 PM,Tue12:00 PM - 3:00 PM6:30 PM - 10:30 PM,Wed12:00 PM - 3:00 PM6:30 PM - 10:30 PM,Thu12:00 PM - 3:00 PM6:30 PM - 10:30 PM,Fri12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Sat12:00 PM - 3:00 PM6:30 PM - 11:00 PM",,"Seafood,Asian,Singaporean",nil,nil,nil,nil,3.5,5
10440,Hakata Japanese Restaurant,"1 West Coast Drive Newest #01-/92/93/70 NEWest, Singapore 128020 Singapore","Sun09:00 AM - 11:30 PM,Tue09:00 AM - 11:30 PM,Wed09:00 AM - 11:00 PM,Thu09:00 AM - 11:30 PM,Fri09:00 AM - 11:15 PM,Sat09:00 AM - 11:15 PM",,"Japanese,Bar,Sushi",nil,nil,nil,nil,4.0,4
10442,Noodle House,"6 Eu Tong Sen Street The Central The Central B1-44, Clarke Quay, Singapore 059817 Singapore",None,nil,,nil,nil,nil,nil,5.0,1 review
10443,Cafe Supunsa,"30 Robertson Quay Village Residence Robertson Quay 01-04 Riverside View, Singapore 238251 Singapore",None,,,nil,nil,nil,nil,4.0,3
10444,Central Hong Kong Cafe,"1 Harbourfront Walk Vivo City #b2-13, Singapore 098585 Singapore",None,,,nil,nil,nil,nil,3.5,4
10445,Cedele Bakery Cafe - Vivo City,"1 Harbourfront Walk Vivo City Floor 01 Unit 113 114, Singapore 098585 Singapore",None,,,nil,nil,nil,nil,3.5,3
10446,Morozoff,"68 Orchard Road Plaza Singapura 01-61, Plaza Singapura, Singapore 238839 Singapore",None,,Singaporean,nil,nil,nil,nil,3.5,7
10448,Korbi Grill,"63 Jurong West Central 3 Jurong Point 63 Jurong West Central 3, B1-45/46, Singapore 648331 Singapore",None,,"Steakhouse,Asian,Korean",40,40,40,nil,3.5,9
10449,Junshin Express,"311 New Upper Changi Road Bedok Mall, Singapore 467360 Singapore","Sun10:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,,nil,nil,nil,nil,4.0,2
10450,captain leo,"143 East Coast Road, Singapore 428833 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,,nil,nil,nil,nil,5.0,1 review
10451,Khan Restaurant,"126 Dunlop Street Singapore, Singapore 209445 Singapore",None,,"Indian,Vegetarian Friendly",nil,nil,nil,nil,3.5,11
10452,Mos Burger,"23 Serangoon Central Nex Nex #B2-02/03/04, Singapore 556083 Singapore",None,nil,,nil,nil,nil,nil,3.5,3
10454,Qi Ji,"23 Serangoon Central Nex #03-10 Nex, Singapore 556083 Singapore",None,,Singaporean,nil,nil,nil,nil,4.0,1 review
10455,Xiao Di Fried Prawn Noodles,"153 Serangoon North Avenue 1, Singapore 550153 Singapore",None,,Singaporean,nil,nil,nil,nil,4.0,1 review
10456,Sakae Teppanyaki,"21 Choa Chu Kang Avenue 4 Lot One 4 3-10 Lot 1 Shopping Centre, Singapore 689812 Singapore",None,,,nil,nil,nil,nil,5.0,1 review
10457,Cheeky Chicky,"774 North Bridge Road, Singapore 198742 Singapore","Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",,Fusion,nil,nil,nil,nil,4.0,2
10458,The Ship Restaurant &amp; Bar,"23 Serangoon Central Nex Floor 01 Unit 61 62, Singapore 556083 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,"Steakhouse,Grill",35,30,30,35,3.0,77
10460,Taco Mantra,"21A Boon Tat Street, Singapore 069620 Singapore","Mon5:00 PM - 11:00 PM,Tue5:00 PM - 11:00 PM,Wed5:00 PM - 11:00 PM,Thu5:00 PM - 11:00 PM,Fri5:00 PM - 11:00 PM,Sat5:00 PM - 11:00 PM",,,nil,nil,nil,nil,4.0,1 review
10461,4Fingers Crispy Chicken,"930 Yishun Avenue 2, #01-15, Singapore 769098 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10462,Sakae Sushi,"1 Maritime Square Harbourfront Centre #02-85 The Harbourfront Centre, Singapore 099253 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,,nil,nil,nil,nil,3.5,4
10463,Nam Kee Fried Prawn Noodle,"448 Clementi Ave 3 #01-12 Clementi 448 Market &amp; Food Centre, Singapore 120448 Singapore","Sun12:00 PM - 11:00 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",,,nil,nil,nil,nil,4.0,2
10464,Munch Saladsmith,"1 Raffles Place One Raffles Place #B1-16 One Raffles Place, Singapore 048616 Singapore",None,,Singaporean,nil,nil,nil,nil,4.0,1 review
10469,Merely Ice Cream,"1 Tampines Walk #1-52 Our Tampines Hub, Singapore 528523 Singapore",None,,,nil,nil,nil,nil,4.0,1 review
10470,Smooy,"1 Tampines Walk Our Tampines Hub Our Tampines Hub #01-105, Singapore 528523 Singapore",None,,,nil,nil,nil,nil,4.0,1 review
10472,Sakae Sushi,"900 South Woodlands Drive #01-04 Woodlands Civic Centre, Singapore 730900 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10473,Goldilock's Oven,"11 Tanjong Katong Road Kinex #03-k1 Kinex, Singapore 437157 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10474,House of Fish Soup,"137 Potong Pasir Avenue 3, Singapore Singapore",None,nil,,nil,nil,nil,nil,5.0,1 review
10475,Yummy Yap Eating House,"159 Ang Mo Kio Avenue 4 #01-532 Mayflower Shopping &amp; Food Centre, Singapore 560159 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10476,Daessiksin Korean BBQ Buffet,"112 Thomson Road United Square, Singapore 307596 Singapore",None,,"Barbecue,Asian,Korean",30,30,35,nil,3.0,14
10478,So,"311 New Upper Changi Road #1-09 Bedok Mall Bedok Mall, Singapore 467360 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10479,"Bayview, ECP","1202 East Coast Parkway Floor 01 East Coast Seafood Centre 03, Singapore 449881 Singapore","Sun11:00 AM - 03:00 AM,Mon11:00 AM - 12:00 PM,Tue11:00 AM - 03:00 AM,Wed11:00 AM - 03:00 AM,Thu11:00 AM - 03:00 AM,Fri11:00 AM - 03:00 AM,Sat11:00 AM - 03:00 AM",,,nil,nil,nil,nil,4.0,2
10480,Ambience Gastrobar,"31 Hongkong Street, Singapore 059670 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 11:00 PM,Tue11:30 AM - 11:00 PM,Wed11:30 AM - 11:00 PM,Thu11:30 AM - 11:00 PM,Fri11:30 AM - 12:30 AM,Sat11:30 AM - 12:30 AM",,"Japanese,Wine Bar,Japanese sweets parlour",nil,nil,nil,nil,4.0,1 review
10481,Heavenly Wang,"9 Sentul Crescent #03-04, Safra Punggol, Singapore 828654 Singapore",None,,,nil,nil,nil,nil,3.5,4
10482,Joe &amp; Dough Square 2,"10 Sinaran Drive #01-156 Square 2, Singapore 307506 Singapore","Sun08:00 AM - 8:00 PM,Mon08:00 AM - 8:00 PM,Tue08:00 AM - 8:00 PM,Wed08:00 AM - 8:00 PM,Thu08:00 AM - 8:00 PM,Fri08:00 AM - 8:00 PM,Sat08:00 AM - 8:00 PM",,,nil,nil,nil,nil,4.0,1 review
10484,Ya Kun Kaya Toast Aperia Mall,"8 Kallang Avenue #8-12 Aperia Aperia Mall #01-33, Singapore 339509 Singapore",None,nil,,nil,nil,nil,nil,3.5,2
10485,Sarpino's,"4 Hillview Rise #01-03 Hillv2, Singapore 667979 Singapore","Sun10:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,,nil,nil,nil,nil,4.0,1 review
10486,Wheat Baumkuchen (313@somerset),"313 Orchard Road #3-46 313 @ Somerset Somerset, Singapore 238895 Singapore","Sun11:00 AM - 9:30 PM,Mon11:00 AM - 9:30 PM,Tue11:00 AM - 9:30 PM,Wed11:00 AM - 9:30 PM,Thu11:00 AM - 9:30 PM,Fri11:00 AM - 9:30 PM,Sat11:00 AM - 9:30 PM",,"Japanese,Fusion,Healthy",nil,nil,nil,nil,4.0,1 review
10487,Ong Kee Seafood,"Marsiling Ln, Singapore 730211 Singapore","Sun12:00 PM - 9:00 PM,Mon12:00 PM - 9:00 PM,Tue12:00 PM - 9:00 PM,Wed12:00 PM - 9:00 PM,Thu12:00 PM - 9:00 PM,Fri12:00 PM - 9:00 PM,Sat12:00 PM - 9:00 PM",,Singaporean,nil,nil,nil,nil,4.0,2
10488,Ritz Apple Strudel,"4 Tampines Central 5 Tampines Mall Tampines Mall #B1-K8A, Singapore 529510 Singapore",None,,,nil,nil,nil,nil,4.0,1 review
10490,Seoul Garden HotPot,"311 New Upper Changi Road Bedok Mall #B1-51, Bedok Mall, Singapore 467360 Singapore",None,,Korean,nil,nil,nil,nil,4.0,1 review
10491,De PaStar,"1 Fusionopolis Way Connexis Connexis Tower, #B1-25, Singapore 138632 Singapore",None,,American,nil,nil,nil,nil,4.0,1 review
10492,Chin Sin Huan,"285 Jalan Besar, Singapore 208948 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10493,MOS Burger,"21 Choa Chu Kang Avenue 4 Lot One 4 #B1-K7/K8 Lot 1 Shopper's Mall, Singapore 689812 Singapore",None,nil,,nil,nil,nil,nil,3.5,3
10494,Turtle House Seafood Restaurant,"1 Lorong 23 Geylang Highpoint House 6, Singapore 388352 Singapore","Sun11:00 AM - 02:00 AM,Mon11:00 AM - 02:00 AM,Tue11:00 AM - 02:00 AM,Wed11:00 AM - 02:00 AM,Thu11:00 AM - 02:00 AM,Fri11:00 AM - 02:00 AM,Sat11:00 AM - 02:00 AM",,Seafood,nil,nil,nil,nil,3.5,6
10496,Good Good Eating House,"24 Sixth Avenue, Singapore 276481 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10497,Eighteen Chefs,"1 Northpoint Drive, South Wing 2, 128/129 Northpoint City, Singapore 768019 Singapore","Sun11:00 AM - 10:30 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:30 PM",,Asian,nil,nil,nil,nil,4.0,1 review
10498,Rookery,"20 Cross Street China Square Central China Square, #01-19, Singapore 048422 Singapore","Tue08:00 AM - 11:00 PM,Wed08:00 AM - 11:00 PM,Thu08:00 AM - 01:00 AM,Fri08:00 AM - 01:00 AM,Sat11:00 AM - 8:30 PM",,"Pub,Fusion",nil,nil,nil,nil,4.0,1 review
10499,Swee Kee Wanton Noodles,"6 Jalan Bukit Merah #01-39, Singapore 150006 Singapore","Sun05:30 AM - 2:00 PM,Mon05:30 AM - 2:00 PM,Wed05:30 AM - 2:00 PM,Thu05:30 AM - 2:00 PM,Fri05:30 AM - 2:00 PM,Sat05:30 AM - 2:00 PM",,"Street Food,Singaporean",nil,nil,nil,nil,4.0,1 review
10500,Monan Pork Soup,"335 Smith Street Chinatown Complex #02-137, Chinatown Complex Food Centre, Singapore 050335 Singapore","Sun10:30 AM - 8:30 PM,Mon10:30 AM - 8:30 PM,Wed10:30 AM - 8:30 PM,Thu10:30 AM - 8:30 PM,Fri10:30 AM - 8:30 PM,Sat10:30 AM - 8:30 PM",,Singaporean,nil,nil,nil,nil,4.0,1 review
10503,Espressamente,"Mohamed sultan street, Singapore Singapore",None,,,nil,nil,nil,nil,3.5,9
10504,Whampoa Soya Bean,"20 Ghim Moh Road Ghim Moh Gardens Ghim Moh Road Market &amp; Hawker Centre, Singapore 270020 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10505,Hin Fried Hor Fun,"20 Ghim Moh Road Ghim Moh Gardens #01-56, Singapore 270020 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10506,Soh Kee Cooked Food,"505 Jurong West Street 52 Hong Kah Court 52 52 #01-44, Singapore 640505 Singapore",None,nil,,nil,nil,nil,nil,4.0,2
10507,Chatters Bar,"470 North Bridge Road Bugis Cube Bugis Cube, Singapore 188735 Singapore",None,,Pub,nil,nil,nil,nil,5.0,1 review
10509,Crystal Jade Pavilion (Crowne Plaza),"75 Airport Boulevard #01-02 Crowne Plaza Changi Airport Changi Airport Terminal 3, Singapore 819664 Singapore","Sun09:00 AM - 10:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Fri11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Sat10:30 AM - 3:00 PM6:00 PM - 10:00 PM",,,40,35,nil,nil,3.0,9
10510,Sixth Avenue,"12 Sixth Avenue, Singapore 276475 Singapore",None,,"Singaporean,Malaysian",nil,nil,nil,nil,4.0,1 review
10511,Edith Patisserie,"772 North Bridge Road, Singapore 198740 Singapore",None,,Cafe,nil,nil,nil,nil,3.5,3
10512,Live Juice Bar,"3 Amoy Street, Singapore 049946 Singapore",None,,Cafe,nil,nil,nil,nil,5.0,1 review
10513,Broers Cafe,"3 Petain Road Residences @ Somme, Singapore 208108 Singapore","Sun10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,,nil,nil,nil,nil,5.0,1 review
10515,An Ji,"335 Smith Street Chinatown Complex #02-193/194 Chinatown Complex, Singapore 050335 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10516,Wong Kee Wanton Noodle,"73A Ayer Rajah Crescent Ayer Rajah Food Centre I #01-06, Timbre+, Singapore 139957 Singapore",None,,,nil,nil,nil,nil,4.0,1 review
10517,Xiang Lai Claypot Herbal Bak Kut Teh,"10 Tuas South Avenue 8, Singapore 637421 Singapore",None,,"Asian,Street Food,Singaporean",nil,nil,nil,nil,4.0,1 review
10518,Gyu Jin Shabu Shabu &amp; Sukiyaki Restaurant,"#02-09, Milenia Walk, Singapore 039596 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10519,Ramen Hitoyoshi,"9 Raffles Place Republic Plaza, Singapore 048619 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10521,Tonkotsu Hototogisu,"1 Woodlands Square Causeway Point Causeway Point #02-09C, Singapore 738099 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,,nil,nil,nil,nil,4.0,1 review
10522,La Lola Churreria,"6 Eu Tong Sen Street #01-27 the Central, Singapore 059817 Singapore",None,,,nil,nil,nil,nil,3.5,2
10523,Ristorante Pizzeria Giuseppe,"24 Greenwood Avenue Hillcrest Park, Singapore 289221 Singapore",None,,,nil,nil,nil,nil,4.0,2
10524,Selegie Soyabean,"247 Jalan Kayu, Singapore 799471 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10525,Kns Indian Muslim Food,"106 Hougang Ave 1, Singapore 530106 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10527,STEEPED Tea Bar,"2 Tan Quee Lan Street #01-01 Atlantis Pods @ Bugis, Singapore 188091 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,3.5,2
10528,Kok Kee Wanton Noodles,"505 Jurong West Street 52 Hong Kah Court #01-14 Hong Kah Point, Singapore 640505 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10529,Hougang Meng Kee Wanton Noodle,"210 Lorong 8 Toa Payoh, Singapore 310210 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10530,Eng Kee Noodle House,"155 Bukit Batok Street 11 Bukit Batok West Shopping Centre, Singapore 650155 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
10531,Toa Payoh Kway Chap,"Tampines Street 81, Block 826, Singapore 520826 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10532,Genki Sushi Westgate Singapore,"3 Gateway Drive #3-05 Westgate, Singapore 608532 Singapore",None,,,nil,nil,nil,nil,3.5,4
10533,Sultan's Kitchen,"100 Jalan Sultan Sultan Plaza Sultan Plaza, Singapore 199001 Singapore",None,,"Thai,Singaporean",nil,nil,nil,nil,4.0,2
10534,Pizza Hut Jurong Point II,"1 Jurong West Central 2 #01-33 Jurong Point Shopping Centre, Singapore 648886 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,,nil,nil,nil,nil,3.5,2
10535,Fusion at Pine Grove,"Blk 1Q Pine Grove Pine Grove #01-04 Pine Grove Condominium Clubhouse, Singapore 597596 Singapore","Mon3:00 PM - 9:00 PM,Tue3:00 PM - 9:00 PM,Wed3:00 PM - 9:00 PM,Thu3:00 PM - 9:00 PM,Fri3:00 PM - 9:00 PM,Sat11:00 AM - 9:00 PM",,"Dessert,Italian,Chinese",nil,nil,nil,nil,5.0,1 review
10538,Rocky Master @ Tampines Grande,"9 Tampines Avenue 5 #01-11 Tampines Grande, Singapore 528735 Singapore","Mon07:30 AM - 6:00 PM,Tue07:30 AM - 6:00 PM,Wed07:30 AM - 6:00 PM,Thu07:30 AM - 6:00 PM,Fri07:30 AM - 6:00 PM,Sat08:30 AM - 5:30 PM",,"American,Asian,Contemporary",nil,nil,nil,nil,4.0,1 review
10539,Nuramin Nasi Padang,"5 Cross Street, Singapore 048418 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10540,The Property Cafe,"89 Rangoon Road Urban Lofts Unit 01-02, Singapore 218375 Singapore",None,,"Chinese,Cafe,Soups",nil,nil,nil,nil,5.0,1 review
10541,Washoku Goen,"50 Jurong Gateway Road Jem #05-01 Jem, Cookhouse By Koufu, Singapore 608549 Singapore",None,,,nil,nil,nil,nil,4.0,1 review
10542,Jom Makan Seafood,"31 Ah Hood Road #01-07 HometeamNS Balestier HometeamNS Balestier, Singapore 329979 Singapore","Sun12:00 PM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:00 PM,Sat12:00 PM - 10:00 PM",,Seafood,nil,nil,nil,nil,4.0,1 review
10544,Food Centre Pizzaria,"51 Upper Bukit Timah Road #02-184 Bukit Timah Market &amp; Food Centre, Singapore 588215 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10545,The Sushi Bar,"10 Tampines Central 1 #04-09 Tampines One Tampines 1, Singapore 529536 Singapore","Sun11:30 AM - 9:45 PM,Mon5:30 PM - 9:45 PM,Tue5:30 PM - 9:45 PM,Wed5:30 PM - 9:45 PM,Thu5:30 PM - 9:45 PM,Fri5:30 PM - 9:45 PM,Sat11:30 AM - 9:45 PM",,Sushi,nil,nil,nil,nil,3.5,2
10546,Top Seafood - Bedok,"Bedok North Street 2 128, Singapore 460128 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10547,Chiang Mai Cuisine,"500 Clemenceau Avenue North, Singapore 229495 Singapore",None,,Thai,nil,nil,nil,nil,4.0,1 review
10548,Foody Bento &amp; Cafe,"1 Anthony Road #01-02 Cairnhill Community Club, Singapore 229944 Singapore",None,,"Asian,Fusion,Singaporean",nil,nil,nil,nil,4.0,1 review
10550,Seafood Palace,"Blk 59 New Upper Changi Road, #01-1248, Singapore 461059 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10551,Shuang Sheng Fish Ball Minced Meat Noodle,"Block 58 New Upper Changi Rd #01-170 Hawker Centre, Singapore Singapore",None,,Asian,nil,nil,nil,nil,4.0,1 review
10552,Kimly Seafood,"Blk 57 New Upper Changi Road #01-1368 Bedok South Area Office, Singapore 463057 Singapore",None,nil,,nil,nil,nil,nil,4.0,1 review
10553,Alt. Pizza,"117 East Coast Road Katong, Singapore 428805 Singapore",None,,,nil,nil,nil,nil,3.5,2
10554,Mohamed Faisal Seeni Eating Stall,"20 Ghim Moh Road Ghim Moh Gardens Ghim Moh Hawker Centre, Singapore 270020 Singapore",None,,"Asian,Singaporean,Medicinal foods",nil,nil,nil,nil,4.0,1 review
10556,Lam's Noodle House,"35 Teck Chye Terrace, Singapore 545733 Singapore",None,,"Seafood,Asian,Soups",nil,nil,nil,nil,4.0,1 review
10557,Nam Kee Pau,"200 Victoria Street Bugis Junction #B1-K14, Bugis Junction, Singapore 188021 Singapore",None,,Singaporean,nil,nil,nil,nil,4.0,1 review
10558,Li Na Fishball Noodle,"116 Lorong 2 Toa Payoh Toa Payoh View, Singapore 310116 Singapore",None,,"Asian,Singaporean",nil,nil,nil,nil,4.0,1 review
