,name,business_status,formatted_address,lat,lng,icon,icon_bg_color,icon_mask_base_uri,photo,place_id,compound_code,global_code,rating,reference,ratings_cnt,point_of_interest,cafe,car_wash,movie_theater,spa,pet_store,movie_rental,airport,city_hall,bus_station,florist,department_store,pharmacy,general_contractor,health,local_government_office,finance,transit_station,school,meal_takeaway,furniture_store,physiotherapist,grocery_or_supermarket,bar,shoe_store,food,library,museum,bakery,subway_station,store,home_goods_store,park,restaurant,clothing_store,electronics_store,night_club,supermarket,gas_station,tourist_attraction,travel_agency,stadium,shopping_mall,convenience_store,lodging,meal_delivery,parking,route,jewelry_store,gym,post_office,aquarium,amusement_park,establishment,hair_care,art_gallery,beauty_salon,liquor_store,zoo,book_store
25,Thus Coffee,OPERATIONAL,"4 Jln Kuras, Singapore 577723",1.372699,103.8295148,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEBbAcZNRZfKRxqdH6R_oEP-lQrFdxRqTeb8k5MShDpOOgk6VSl7WnVAveuES5IuWEVTyBghBD9OvHOojKqKC7iHTnSBW6dxua_M0_-VIwbtYJZmK6FPuTOZg4psA9DPvP1Pfco09Dnm7zMQ3En6fmlgHuYBr1FCKWX7-ZNL6GLf8gSD,ChIJvxf3xdEW2jERsTZEutKUH8k,9RFH+3R Singapore,6PH59RFH+3R,4.4,ChIJvxf3xdEW2jERsTZEutKUH8k,630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,The Coffee Bean and Tea Leaf™ - AMK Hub,OPERATIONAL,"53 Ang Mo Kio Avenue 3 #B1-14/15/16 AMK Hub, 569933",1.3696302,103.8482042,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEDAXwQ4DK2YUQ-ieRDMVI2xIJCGUH1SBxHenLVm-j08Q5dMqaLGjQxzMX51pYecq_LOPCxig1PDrN14KDbmYPzJxIZ1biMRK3fmpkEkVGnI1W1ODlpevVYIO4Hz70fEtfcwAHfbq6loJk42V6jQJMUYdpxAcQiRUy2ck0bq4tQr3OlO,ChIJ678bxeYW2jERd64Sm4KjqWA,9R9X+V7 Singapore,6PH59R9X+V7,3.8,ChIJ678bxeYW2jERd64Sm4KjqWA,234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,82Bunsik,OPERATIONAL,"61 Ang Mo Kio Ave 8, Jubilee Square, Singapore 569814",1.3716553,103.847768,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEBt5RQCqtDdXzd6FZHqS_5ut_I0hD_qjBY22jPxb5KOHJMrAFf-5i08fc9ONwlU-ducziphN39THdkWLAjDFzdYNgJkKINh-Ux28M_KzcnHIYKUh_tKTrX2mPs7g9tLh2wz8hR41ofbzp7IW89JR_8N7ut-5nMU7u1P-ggp32jYdWKZ,ChIJ72JuwBYX2jERyhC0E20p9fo,9RCX+M4 Singapore,6PH59RCX+M4,3.2,ChIJ72JuwBYX2jERyhC0E20p9fo,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,Food Loft® (Ang Mo Kio Avenue 8),OPERATIONAL,"721 Ang Mo Kio Ave 8, #01-2823, Singapore 560721",1.3726007,103.8479269,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEB92dkj1mCSbdKUqFRL1bjUHUYrBcLycb-t0DcR1xdDllaDcjpKHbYGhli-vLqUfpCu5cNvqXPjP6rJwRCyEvZERcarK1S53KJvy3DqDtyKKUKS2Ft6PCjIbaX-cqUToxjptCkdw1abyJHBeNRvi-cnzlDkr7wqBTMQt7HXFRnnMtWH,ChIJKc7jod4X2jERg3e-ijoFqKs,9RFX+25 Singapore,6PH59RFX+25,4.1,ChIJKc7jod4X2jERg3e-ijoFqKs,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,Grillhood Mains X Desserts,OPERATIONAL,"603 Ang Mo Kio Ave 5, #01-2661, Singapore 560603",1.3801617,103.8357103,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBcNKuOHfnpM8xBzQRgARU0xRien3WCaQPyMVEiCCxH9OOylbvcB7TAG8VHf63Nuepg1IaUVVLwDImJMqG5jB7_YdaY0Kn-Q0NTUjzNV5R6b7iRc340qqQnfjcV8EEvhWBBudhUGo2Fig6_TxZ3RfPg9dg2aGlDRI1vAbmflBDmfULO,ChIJUeVNB7EX2jERClDwUzLoBDs,9RJP+37 Singapore,6PH59RJP+37,4.7,ChIJUeVNB7EX2jERClDwUzLoBDs,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,Lola's Cafe,OPERATIONAL,"5 Simon Rd, Singapore 545893",1.3616352,103.8859561,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEA-OJrXfw2oUKYJxWnrn4Ju6_ox1CUgilykZ2A-rwi57h-USnmAXCEdsT-hM5gi4eRpIqEB9J5HtI5S-8GOZTNuY51EUMe8Qfs-E78WuUvhShpXaFmd1TU9xgABuyTdv5CJeIfybiBIURHc9SjUKvZRucjc_NCH5hrMQOl6Dr6MCkhR,ChIJV1FWhrQX2jERW2niVztAIj8,9V6P+M9 Singapore,6PH59V6P+M9,4.4,ChIJV1FWhrQX2jERW2niVztAIj8,1640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,Geláre AMK Hub,OPERATIONAL,"53 Ang Mo Kio Ave 3, B1 64A, Singapore 569933",1.3695436,103.8486154,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDiHfWoWkF5SeM4KA7FzwQ59qd5t394htbui1_a3wXcaO2ZlhegE6c3Y-gcw8lmlU9nmIqSlekDtOM_jitZDgPVbNOx1INDe0L7w2GYyYavDXiD4FFNq-DqlWRLwQ28gQ2MTAN1fy7RgiE5TSgNxbHxO_PR18PaPRYmb9Re_G3SqwpS,ChIJtWrj2uYW2jERtVTAnIZKyFs,9R9X+RC Singapore,6PH59R9X+RC,2.4,ChIJtWrj2uYW2jERtVTAnIZKyFs,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Wildseed Cafe & Bar at The Summerhouse,OPERATIONAL,"Level 1, 3 Park Lane, Seletar Aerospace Dr, Park, 798387",1.4079238,103.8684043,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEDsMECxH84tRE8aNx0-34vIyfK48Wx-FkXKUa2PRxHtIhr_tQaDDFk7aw7FGjht_wXWOPbe4svWFR4d5xGW-pYKYNVaRfJVzQw3hTnmBXXSMPQ0Y1i-t44yoWEE9HMxirdma0zuW_GZAmJbQzbaqa0YTXKtQ8KEM_-K6gdRPSyJ_v8g,ChIJlXvHK9MV2jERDfpqKEaKw4U,CV59+59 Singapore,6PH5CV59+59,4,ChIJlXvHK9MV2jERDfpqKEaKw4U,1792,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,Cava Singapore,OPERATIONAL,"8 Jln Gelenggang, Singapore 578190",1.3732162,103.8301171,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDYpxggh__Uq8L9mfInOmMm3f-HKy7EahcZI9WdZpOhHAJlJYZSslSOcKwI-e-NB6YL4n-uItMb6F8h4P_oSeOsWxrQUB2mfUJMC-PnRWVRF35BE3vf8dkZ2vlFqLvMqw0GvNRpUAxZdgMjWIjis9UneaduXsxPEhRgKfU8y-vQFO1Q,ChIJWd6dJswX2jER5c6i6FagUVM,9RFJ+72 Singapore,6PH59RFJ+72,4.1,ChIJWd6dJswX2jER5c6i6FagUVM,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,Amk 202 Food House Pte. Ltd.,OPERATIONAL,"202 Ang Mo Kio Ave 3, Singapore 560202",1.3685061,103.8441046,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEB486n8t37wu6Fle82oFtF4-a-hCNgaYwuGom_J1GjIxaFC1mszyS-xzy-IJsl4fdpjYzOcdHVe1cQJCV3djrTUoj-WSjrOfvDjWyPcXhddHODG8-Tai_x2rW2ncC0ZIZFvG0GBEcMzqF_vgZ4nYUWroGGTDcWEMap_SFVgerY3dmzf,ChIJSSBOB94W2jER9OLTKHTWWXg,9R9V+CJ Singapore,6PH59R9V+CJ,3.5,ChIJSSBOB94W2jER9OLTKHTWWXg,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,Sun Ray Cafe,OPERATIONAL,"79 Brighton Cres, Singapore 559218",1.3630099,103.8713168,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEDqda3On_kzdznESMXUn2nffomHOcFt9NNmegrOF1rjL_wib4mGwFoRfwmTq8nfOhrV9-x071XWslYrieWndt2RsCl663KCqsqHcNSnMLfy_uFm5ZbP7ZKVuqwLpjDaTCfM0VbT-PPYsZOlq8DY5bhK0a4mp6wRBB7DFH2rNK1dkO7E,ChIJe8Ja3KoX2jERKEYSa1KwuYs,9V7C+6G Singapore,6PH59V7C+6G,4.3,ChIJe8Ja3KoX2jERKEYSa1KwuYs,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,Ice Edge Cafe,OPERATIONAL,"2 Kovan Rd, #01-10 Simon Plaza, Singapore 548008",1.3620806,103.8852713,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEDgFCR9wpZM5ioPDVUalPJAIRZIolrjLMX1P_yxRm25gqxwIaertB_Gt8Bb0ICUkxCVK5NCKmH19CnAhL5hdDHCbwcHa5KToTCrh_TFLY7-5EDuTjugKkSVXEc_Ie-UsqZLNE91aoFMl9tqemUpUt7-4nv3O_t1lrabH8kBNrz4ng74,ChIJWfXFYrMX2jER37voB0iHS20,9V6P+R4 Singapore,6PH59V6P+R4,3.9,ChIJWfXFYrMX2jER37voB0iHS20,759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,Belo Cafe,OPERATIONAL,"222 Upper Thomson Rd, #01-00, Singapore 574354",1.3529297,103.8354249,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEAZxGqbPRAipOBRcDKcAe8H81w_pV2nNL_-eOF4VxjkS-fZpTpswIxjC6ArQ-CBFiDV5XmDVQk0o2W_DQzPE2g8vTkosg5UKJvJNhjWXyCPqSOANzEPli8-SHCer0levQzL6U3nI4eGEfS19FX0rC_bQbxncxjI4JEUXpoy9Wm16uAk,ChIJzeiSmWYX2jERiuHu878Qjzs,9R3P+55 Singapore,6PH59R3P+55,4.4,ChIJzeiSmWYX2jERiuHu878Qjzs,492,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,Ang Mo Kio Public Library,OPERATIONAL,"4300 Ang Mo Kio Ave 6, Singapore 569842",1.3748331,103.845503,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEC_YPsK9T1JXEEVnWY2YvXGIOR5sf1g59ebxMn2wN_QEZVGnJHCAo0DXQBkF0DkjNMmmtDMf-kDbjj5GSmfyPJNuqS5vp3qgAS2DzaLiynw9KXJp5PPRDepdRg9fVIDOcrqmCWvIlo9Dh3ViPsR9vh-ZGxtooQhXLuNt0Zvre71E9nt,ChIJ____L-gW2jERhNi3iyGZ39w,9RFW+W6 Singapore,6PH59RFW+W6,4.5,ChIJ____L-gW2jERhNi3iyGZ39w,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,National Library / Lee Kong Chian Reference Library,OPERATIONAL,"100 Victoria St, Singapore 188064",1.2975884,103.8543081,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEBuvS7SYGGeuoUjJjZiT-XPJlKOazJtsWxR3Cn4jXn9F7_GOIkGbBwrnPXeHGo3o_q7wPnuAUTlU8LW1vDqzos7Tbd0hWu13NK1waWmmBl8ZyxJslTX4NgMdnIYqZ4EpqCM8yLOxgdts1BQmGW7eKRLqrybFQAQVtAfgnoAxAj_V9rg,ChIJKaGsJKUZ2jERxa8yhKrdPfI,7VX3+2P Singapore,6PH57VX3+2P,4.6,ChIJKaGsJKUZ2jERxa8yhKrdPfI,983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,Sengkang Public Library,OPERATIONAL,"1 Sengkang Square, #04-19 & #03-28 Compass One, 545078",1.3917415,103.8947083,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEA2Ongt9dcmsT-THjhpqVLWKfHskwyknFgf66r0ahydu8fI8VWDExWnY3RpeU90ZIfHT1JuMKlx0CA7ieR0tHvx28rMCs3bJQIQehI_mHYaA4TI3a3mgyR24SRqGIB7YyodmVGV_IOw4tVwU70IQT-7jrm1-lyLWrlxy-UfoOId1ab3,ChIJc5DHexIW2jERw5Y42SBlW9Q,9VRV+MV Singapore,6PH59VRV+MV,4.3,ChIJc5DHexIW2jERw5Y42SBlW9Q,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,Serangoon Public Library,OPERATIONAL,"23 Serangoon Central, #04-82/83 NEX, Singapore 556083",1.3507622,103.872354,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEDIFdzEOu_qdj6DzgTS_kmh0TXIYKYYVL34KazOlhO1OwZ44fZDGosicE3qV8OGlxw3qaEYFNXt2xKu_nmf2IUAqO2I7YZbi8RD0HoDYkCXkDEkF8RNTh7wjpnUH6i_P1vxPPImqPjGuqLz6BK0SzrSub3pPp_AF8ddOHk5Dq187rfg,ChIJxyAVvKYX2jERaDNkoSoZUEs,9V2C+8W Singapore,6PH59V2C+8W,4.4,ChIJxyAVvKYX2jERaDNkoSoZUEs,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,Sembawang Public Library,OPERATIONAL,"30 Sembawang Dr, #05 - 01 Sun Plaza, Singapore 757713",1.4482825,103.8195571,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEDO7A7DrfvT1aqlgj4pl_8czEvoldwuoVxZe9gj18Zoch7sp9geegDMK-WS-IjkuO6KDMpMYCkVBGvz1klyOr9qzTEFpOYPZ_Z9IM38aiNr3CUzWOgMcug1nUxr62S1Vzjj1lPC4e3eTmEevoyF7DzJHRZkMcyMuocWxikN8n0Chn7z,ChIJW6IeMH0T2jERiY_tOOMSWeI,CRX9+8R Singapore,6PH5CRX9+8R,4.1,ChIJW6IeMH0T2jERiY_tOOMSWeI,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,Marine Parade Public Library,CLOSED_TEMPORARILY,"278 Marine Parade Rd, #01-02 Community Building, Singapore 449282",1.304807,103.909477,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEDtgMxlTcesCdWTDpZzZzZ2yeNEmNRK2qgyFn4C_yCyl4-ZmnkVtyQBSYrlur0SqTeykHwiQSdPXzyE6irlhFGFPILHaWgN3BXB6FIK60azn4LU-PwOqQitbU3pj10Z6R1KIGFHVTO7SNTpFfpDoyJbBrh1K8C-ngVno59YL5bHrCS5,ChIJiSjdY3QY2jERl_jWgSll1_o,8W35+WQ Singapore,6PH58W35+WQ,4.4,ChIJiSjdY3QY2jERl_jWgSll1_o,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,Central Lending Library,OPERATIONAL,"100 Victoria St, Singapore 188064",1.2978784,103.8539589,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEBzFx3jyvXkES_MDXjM_5CW5M-DEt-BFB5cLNeziO1j_od5j648W-YR1-g0p5QuTTR6YIzC13Vz2owXkDFX81J7ooBoI41UznB0MEFm-sNs4xKKgbUTbtsXsuCRN40s-ba-AeYFv9BnqIqC20TqflhvvKIhQ0VxPkg1y4H2MCHJPRjO,ChIJRbRtLKUZ2jERlvnQNTdfgSE,7VX3+5H Singapore,6PH57VX3+5H,4.7,ChIJRbRtLKUZ2jERlvnQNTdfgSE,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,Queenstown Public Library,OPERATIONAL,"53 Margaret Dr, Singapore 149297",1.2986449,103.8051823,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEAd1BxPxaVFGXT0-KTApn-_UFpmmk8zA37NnRMtOrLmkKhmeCtD1q8Nm4lrPYPKnELVJyScJrQe2mGlV_VhdHT7p39iuRoNhIQXT0qDDDvykE4_tr7vvdmtpg59jnqhq2c6jbJrvTea4vT1x4lqe_w2td3MCYEOcSJyYlhiKh9jnke0,ChIJ-cuboDAa2jERf6hKqh96UC0,7RX4+F3 Singapore,6PH57RX4+F3,4.6,ChIJ-cuboDAa2jERf6hKqh96UC0,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,The LLibrary,OPERATIONAL,"11 Eunos Road 8 #03–02, via, Lobby B Lifelong Learning Institute, 408601",1.3197133,103.8924831,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEA2zEd37U7CbV2fqVIeObiShwyitZ3wOmNJWJ7jBHMxQ0xA6bBjVNSI86vwg5u748VNd3caqJxsZeyzOJzg9TQ8pZnYC1ahfDBtWBXmecmZtIte9FzkuGSBMnWfDh2sPjftOZ2qSsW0E7jzQ4zt-bpm76FcR-u-7DSSAMx7elxOaGmg,ChIJoZdYjRgY2jERdYAODzC5n2g,8V9R+VX Singapore,6PH58V9R+VX,4.7,ChIJoZdYjRgY2jERdYAODzC5n2g,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,library@orchard,OPERATIONAL,"277 Orchard Rd, #03-12 / #04-11 orchardgateway, Singapore 238858",1.3002793,103.8388322,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEDWj3ltzG5c1vq44usKXZNsLbG1BImJ1XA_aQql94hcVhFSS_bE5_6PdBvA4xnT7yBkMfXBE2YG4mozgJKvxsxHeweJN1XganTkh1fYZN80b32XnNsbbzrEMkFlGL7myV3Q6F_qhX2OJxMAHkqmN1kaNXKDyUgepQMaTBp1LnnLA18R,ChIJay5CK5EZ2jERAPWDcZxzKyo,8R2Q+4G Singapore,6PH58R2Q+4G,4.5,ChIJay5CK5EZ2jERAPWDcZxzKyo,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,Central Public Library,OPERATIONAL,"100 Victoria St, #B1-01 National Library, Singapore 188064",1.2972003,103.8545058,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uECe-5RJyerUnM9cwxDnYf2UwmdHeJEaNmMGVmgbKKkmKu1KmIjwWZV9KFXhfTubdvNlLvEKht_ntgW5ZDbsVzMI4xN2EDZkiV9o6pJx88sQIYeXzryeUHm7GhqynJ7fvGSfpouuPQnCE8zdeGQ90ooTjkIUju3Lr0zaxtQqUWkHgy7J,ChIJJfVEO6UZ2jERq7ZasSTiEgg,7VW3+VR Singapore,6PH57VW3+VR,4.3,ChIJJfVEO6UZ2jERq7ZasSTiEgg,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,Toa Payoh Public Library,OPERATIONAL,"6 Toa Payoh Central, Singapore 319191",1.3336319,103.8505072,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEAsOF1sk6iifPL18DOUdvluD1oCb8aErrza4BMtSwk6GADN3rPr1EtgYIHcbi_b9WzAeKoaw7nrX2JytGDudlplTKE_Y-f1F2mxTsrtp15g5lb8nypgLn2_H_yeiKWRICrq0YUyekSk8uAB6ZCwGGDNQg9ulhH1cbGtVnEq1dueGHww,ChIJx-7QmZYX2jERht7ofTYcNs0,8VM2+C6 Singapore,6PH58VM2+C6,4.4,ChIJx-7QmZYX2jERht7ofTYcNs0,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,Choa Chu Kang Public Library,OPERATIONAL,"21 Choa Chu Kang Avenue 4 #04-01/02 and #05-06, Lot One Shopper’s Mall, 689812",1.3850239,103.7451634,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Aap_uEAC3GkwRtxKaf1E5i-OaUd_5mrl6-MWXPfiqlzA3EQn6sSkVsbpmlkD7Pt-vppBkol4azmEMjftBDdxi7W2M4mSbDp1cZuiwpYeAItnXBuzVH-i6MXwFBPD8j9cO-2sLOX4YCXFALCXFIV4B-QrBfFEWCBlo-eNVO7jHnI9jf6o3e6z,ChIJ5-Dtl-kR2jERllI9-1NpYVY,9PPW+23 Singapore,6PH59PPW+23,4.4,ChIJ5-Dtl-kR2jERllI9-1NpYVY,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
