,name,business_status,formatted_address,lat,lng,icon,icon_bg_color,icon_mask_base_uri,photo,place_id,compound_code,global_code,rating,reference,ratings_cnt,point_of_interest,cafe,car_wash,movie_theater,spa,pet_store,movie_rental,airport,city_hall,bus_station,florist,department_store,pharmacy,general_contractor,health,local_government_office,finance,transit_station,school,meal_takeaway,furniture_store,physiotherapist,grocery_or_supermarket,bar,shoe_store,food,library,museum,bakery,subway_station,store,home_goods_store,park,restaurant,clothing_store,electronics_store,night_club,supermarket,gas_station,tourist_attraction,travel_agency,stadium,shopping_mall,convenience_store,lodging,meal_delivery,parking,route,jewelry_store,gym,post_office,aquarium,amusement_park,establishment,hair_care,art_gallery,beauty_salon,liquor_store,zoo,book_store
894,Viknesh Dairy Farm,OPERATIONAL,"6 Lim Chu Kang Lane 8A, Singapore 719607",1.4418044,103.709889,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEAud5XUnODhtJTgyP_903eYYkt8aKml8ClTh2hPsYrBo-T_pM8LW0UOmUi-5tUUeMqaC5ovaUoiIy9W1RHZRrlT93npXNwPjOx2T99GFip4L7HmziqK5KQQ4sVlenVd3QTQ4JOC8dJwGHEdkJH5xLQN7xJU3lRVzWZfqCG-oIHj31Zy,ChIJb7iJjD8N2jERiHgDkWqTsaY,CPR5+PX Singapore,6PH5CPR5+PX,3.2,ChIJb7iJjD8N2jERiHgDkWqTsaY,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
895,Mosanco Enchanted Cafe The Rainforest,OPERATIONAL,"39 N Canal Rd, Singapore 059295",1.2870767,103.8469914,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uEBdzwXoVUBYqaIPvFKAP8DaqN3xy2cXskR9d5jW9BQvBzcppEXVf4SEiYSFg_HADWjTPOnhsBxmqzozCUCNI5pH-bNJKI9nB6yGnSJczYZX3rGdCTut32a5S2p-9LY3Am92U_N1WcjJkPz5s_z4X-iNDIjdMvc1tLRWwhLbwvkj-5VB,ChIJ6c26pOUZ2jERYLMaIXYLH2w,7RPW+RQ Singapore,6PH57RPW+RQ,4.3,ChIJ6c26pOUZ2jERYLMaIXYLH2w,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
896,imPAct@Hong Lim Green,OPERATIONAL,"20 Upper Pickering St, Singapore 058284",1.2860552,103.8465087,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEC3lufiYt30W7NWyPKQJWgQmpeDsSd1bAu8OVG19G18oFJ7LY49sKFLC3BpAGQj1mtyjJR6wYg1KlSA7_akHkfCqGxcxYB7jUNs7i7WWrYo1C7tsuA2wTIXc0Tc1JoivsXaIdfjwH0rUgFrUtLkUtBpJuKTVdHtI6ZkABcGyEwAAVLc,ChIJ50URFwsZ2jERynJAKdgorQM,7RPW+CJ Singapore,6PH57RPW+CJ,4.7,ChIJ50URFwsZ2jERynJAKdgorQM,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
897,KOMA Singapore,OPERATIONAL,"2 Bayfront Ave, # B1 - 67, Singapore 018972",1.2856843,103.8597076,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBSsG2bkzB-G38_5_QXP-6mQRt3lnVwSdt2G_mOKEIcDeO5ToEOrcPTtrdI8bXMU2-LmEcEkowiQPxNIThl-Ehtyl2AdOoL73_UZ20J5dVbXzTK4qIk1M_TzOWK2lTzolrEL2Sgyl7N36xqBICsRtF6uMVTdDwDAlvFQdi39syIr1Ut,ChIJFzUYYm8Z2jERs4gjq8fcHCA,7VP5+7V Singapore,6PH57VP5+7V,4.2,ChIJFzUYYm8Z2jERs4gjq8fcHCA,1032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898,Chinoiserie,OPERATIONAL,"2 Bayfront Avenue Galleria Level, B1-15, The Shoppes at Marina Bay Sands, 018972",1.2834447,103.858247,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uED_n1jNp601za5Yyh035h3dURxLRacDSJerZOOHLSizON9oRFKADm_88TtPLHuAisejxRwO1_IP6XjUTQiIMUDMYQ1MIXKbcjWK70qA6eiDkJ0ZJvOlNBWP2Aph6lYUNI_nkQqRgmsx462WdP5j9tEAWJPOWFf06fwIBUVU2oFc87Pz,ChIJ40-5zSgZ2jERhHjE8Fh4PK4,7VM5+97 Singapore,6PH57VM5+97,4.3,ChIJ40-5zSgZ2jERhHjE8Fh4PK4,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
899,Delhi Restaurant,OPERATIONAL,"64 Race Course Rd, Singapore 218569",1.308547,103.851201,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAZxDMhUnqLkSmjVekS-rGWfdxHjlH_7sjIzEwa8Qd2z7KCwLsndGuBseI6hRY4GO2SpTpE2PfpvZXDzgfW6t-z4eH18g_-k0Zq0EpaoyjmCsNi7G7mPM04z3zn1ZAb2_X-BaA6NrOrHpDxNPet1JdVUhLs7F2zL-EVwVEl5O__vEz8,ChIJI7H9TscZ2jERShNqGxyPh_U,8V52+CF Singapore,6PH58V52+CF,4,ChIJI7H9TscZ2jERShNqGxyPh_U,470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900,Yardbird Southern Table and Bar,OPERATIONAL,"2 Bayfront Ave, # B1 - 07, Singapore 018972",1.2830591,103.8580401,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAjZTYWRmd0vG8LvrddWADe1o3huq1vyZ4ijaOdL_XiBQcFh8F6dPcSFDln1bH22qfLQFBdD87wSoEGDqNZudBKaOg5_gUhPVPkzijU_x7_eq4m8A0XCKiVhPdkplBH9fiZWPgrWDuaUMsBeAvWJQBVpHcGzuU0C9_fvHYzy0Tlqgrw,ChIJn9YqwQUZ2jERQd1xVpCATwk,7VM5+66 Singapore,6PH57VM5+66,4.2,ChIJn9YqwQUZ2jERQd1xVpCATwk,1342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
901,Yan Ting,OPERATIONAL,"29 Tanglin Road, The St. Regis Singapore, Level 1U, 247912",1.3057992,103.8259567,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECE7Ag88axw4gBIz0V-BzrH_GW-CfnpRTYp3jSnMBuXl367O5PYEw5U6X702cFbuxg1iWPiNWXCBzIyXAlgiBZvpg2qfiU6aCgavTlyu5MFOxun10Rn8_2giY_1aS-evcKeuMWq5HP2eKOFSRa4NxLBNKUOugUL3AdJ5HE-HnyKYDo4,ChIJb9RocosZ2jERzYkzsNVyukk,8R4G+89 Singapore,6PH58R4G+89,4.3,ChIJb9RocosZ2jERzYkzsNVyukk,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,The FernTree Café,OPERATIONAL,"Hotel Miramar Singapore 401 Havelock Road Lobby Level 1, 169631",1.288174,103.8374764,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAAHL0OsR-tryjenvRqKhAVpCuHmxeRAVRpBVtPeKOarp422aMa91dJQNmGA_MVHwCqwwSVgl5ZYDuHgzoiSGPq8oZnj9XVhqm8LRCz8oa5_FMxRyJm3FSy1JiOB4qdARHX3p0OgWk-A-9xmzjI8rznardHYKZ80kjA9eBt7JwPeyFZ,ChIJk2JMPHYZ2jERS2cY70LXric,7RQP+7X Singapore,6PH57RQP+7X,3.9,ChIJk2JMPHYZ2jERS2cY70LXric,107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
903,The Providore (Mandarin Gallery),OPERATIONAL,"333A Orchard Rd, #02-05, Singapore 238897",1.3022297,103.8363746,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uECAdFBa5nyt_l-rXJAs1fNYHcukHDNvQNti_q_Lt9geS1RPvJhANMJq6ISjB6AlaJjNxjrSpFbriOZg9REqHtgGROh2Fkh2bHGqk4ZQaz_Y-zbiijX9Wln9CL6D0toAu1JvrlPt-N1rSUMVJF4OVHdAnDCZ0mp1ehKMbfhR-S676QyE,ChIJcxYAoJEZ2jER888hi_coFco,8R2P+VG Singapore,6PH58R2P+VG,3.8,ChIJcxYAoJEZ2jER888hi_coFco,538,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
904,Fitness First - Bugis Junction,OPERATIONAL,"200 Victoria Street #04-02 Bugis Junction, 188021",1.2991347,103.855363,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEAt-QrUauZQ9VWiqe_QWg2WDMnTmjymtaeAwq9pBJj3N3P8rwHyVcnpTGj-v8UPaUcPSTcOOTugzo-E2lk-JG5QS-cVOln5PoaBLrpUs_XLLKP_Aw56NF7_c8ZbyRtyD8CMw49xncZpyP_XiRCQD-odt3mtrivuZeclvspLvhT_j5-h,ChIJBzTql7oZ2jERA1rSkRXD1Oc,7VX4+M4 Singapore,6PH57VX4+M4,4.3,ChIJBzTql7oZ2jERA1rSkRXD1Oc,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
905,Yishun ActiveSG Gym,OPERATIONAL,"101 Yishun Ave 1, Singapore 769130",1.4121485,103.8313651,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aap_uEBD80_qitbNTo-28TJBJU9B2sjQmBoMk3Jv7RBOWmvPSEQDSFuqPB6auBrJtY7NMnRovWfMWcxnCCXOPohePj4p6YAwa1Q1iucrIUJ1f617v-XFiW_XeCp0C365PDsxHlnwGUzSiadQa9LyY81JpOWcMvCzi6VqqsfHXRgDkcDHBTXC,ChIJF1vVlg8U2jERUiRDDno7WWo,CR6J+VG Singapore,6PH5CR6J+VG,4.1,ChIJF1vVlg8U2jERUiRDDno7WWo,587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
906,LAVO Italian Restaurant And Rooftop Bar,OPERATIONAL,"10 Bayfront Ave, Tower 1, Level 57, Singapore 018956",1.2824496,103.8599442,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAx0BN0exsuJ8kw8yspLiWMtyxEgwCIO7hJzxT8omYwGdbjA20Ngdo6csqfTNKFjco2PqnpcWuk6VV9QTX8dKkrCU2KQ28D9mMo45CF2f-olsNGQTpx5x75ebv0PEgw815Rh5A4ASX50Ez3b5slAYgqyf1UReyLO0l1oNKSvoNGTXlx,ChIJsRrnPwQZ2jERmUK_SYyLwTs,7VJ5+XX Singapore,6PH57VJ5+XX,4.3,ChIJsRrnPwQZ2jERmUK_SYyLwTs,2391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
907,db Bistro & Oyster Bar by Daniel Boulud,OPERATIONAL,"2 Bayfront Avenue, B1-48, Galleria Level, The Shoppes at Marina Bay Sands, 018956",1.2859317,103.8594874,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECy13hyt1fTIig9rWSuo_XQmqF_ZzErxExmOHhmCUe9i-GISkWQRW8LMF28EHWoCEyCY3wlnrfl_YjH963mpjM_NdVQ4Z9wmZY96WJwUiC6d6_VKQ6coWp0xEWvlD1W-3z_QvmcLYn7qZNzQwBcfUauKaOoE_jkMoL4-DRyYHjp5-RR,ChIJnWdQKQQZ2jERHcLoyJIKdyA,7VP5+9Q Singapore,6PH57VP5+9Q,4.1,ChIJnWdQKQQZ2jERHcLoyJIKdyA,571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
908,Spago Dining Room,OPERATIONAL,"10 Bayfront Avenue L57, Sands SkyPark, Hotel, Tower 2, 018956",1.283203,103.8605051,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEC4qa2jmX9C0fzP7PBhjyhj6DhIjUjhaFNugVzxEbUjd1OBA8KPnbbI7t_FuvSCSNDUnLYXpp9nal2jq-amW_bHEsp0GDrTe_u-qIkwpzu22EIOANxvT2YZdncJAXj_yzUi3cbcqHfG1gJ9GKu4OrAcUFjJNgZ5WIWfYo0THW2mnZEh,ChIJ8dGY8gYZ2jERVd0Lk3OwpIs,7VM6+76 Singapore,6PH57VM6+76,4.5,ChIJ8dGY8gYZ2jERVd0Lk3OwpIs,1221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
909,Porters Restaurant & Bar,OPERATIONAL,"4 Marina Boulevard #01-31 The Sail @ Marina Bay, 018986",1.2810096,103.8523918,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEA4oWG1ng01FvQUwVFlhkiLJqCEZYU3sH0127WlhUqgfklhkRaAtiC-X9HY2WrFkJX5POQGsJ9gYPlIH1qWxrt24slSyOvjVZedCYpeKZPTYjnuKK-v5jPihIcDcXd42ZyLauHNQf3tnN87xe_3-51OE2nPI1HC_uXkdX19zOuKcDDm,ChIJLT0-ozwZ2jERy_0r4kQCgnQ,7VJ2+CX Singapore,6PH57VJ2+CX,4.5,ChIJLT0-ozwZ2jERy_0r4kQCgnQ,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
910,Path Restaurant,OPERATIONAL,"12 Marina Boulevard, Tower 3, #01-05/06 Marina Bay Financial Centre, 018982",1.2794242,103.85443,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uECPwWpVcQ5ijcNJGNbcDH_q5TxNWzhvwV7acAyGqNDTm4cXIIc38V-37rAptbSk6pX7NDYwxeDrtkrydlLx1J02oJYK7U7uk5yf6MNYEkVv6QP_I0b6qobe_cE6mTK6cQTuWx6heYaDApDW1aMy16GsKsfjipyAn1YhyKM1amdpdaQl,ChIJpXP0eYAZ2jEReM0l4h0xDH4,7VH3+QQ Singapore,6PH57VH3+QQ,4.5,ChIJpXP0eYAZ2jEReM0l4h0xDH4,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
911,Blossom Restaurant,OPERATIONAL,"Marina Bay Sands Hotel, Lobby Tower 2, #01-05/05A, 2 Bayfront Ave, 018972",1.2840953,103.8607704,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDWVeOlY2ZsLr5xsj5E9UWqhZ7PRph8birFqaWXPvzlIEAi2ZO0exa44J3GYqffwPkhmaM4t3UGL3TeEHb6M7761kCYwr2G2awchRs6_Kdxtnson6uzmBbcwMk0TPOUk05DgoJapBeBmOHRx2_abZmPzBy_0jOK7769dIA4oxv04O6B,ChIJm5OwF14Z2jER1Qjz37S5wYY,7VM6+J8 Singapore,6PH57VM6+J8,4.2,ChIJm5OwF14Z2jER1Qjz37S5wYY,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
912,NUDE Grill,OPERATIONAL,"5 Straits View, #01-22 Marina One, Singapore 018935",1.2777678,103.8528881,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEC9sH2HePS4Wt3Le5HhRy2IlW89-AaY7S4MHWQk2hCk3Swe5OfGC51zbrDV9C-VrJKvofovhS7wfpPAw5S6DR859nuVwl4h2q0hXEpeQq50HBoCPIgUSHG1UqLC0yMuqwjfiy9wCgbFPt-L6xhYfCmmNVoQUEhS9P4wKWWF26misBaq,ChIJpzryqxEZ2jERW85btQ5UvQA,7VH3+45 Singapore,6PH57VH3+45,4.4,ChIJpzryqxEZ2jERW85btQ5UvQA,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913,Majestic Restaurant,OPERATIONAL,"5 Straits View, #04-01 Marina One East Tower, Singapore 018935",1.2779663,103.8528486,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAw-0kqXv13CdyEwfzkXg2ZaHSjsSnSyD14zyeTqsbeozg-loFLeqs3RYnnr5M1Nh_NYHQJZR61mCxaU_Db6u-yUVonX-nc7PXzWoKIBIZihfJ7yOUF6HzqO0UvOAleENGcO47zpvkn0peGBU1XQwfxlPxGXsHyCz4P3UdDdfa-TrBO,ChIJ8_-PMBIZ2jERdzQvm7nWrHk,7VH3+54 Singapore,6PH57VH3+54,4.1,ChIJ8_-PMBIZ2jERdzQvm7nWrHk,329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
914,JUMBO Signatures,OPERATIONAL,"2 Bayfront Avenue, #B1- 01B, The Shoppes at Marina Bay Sands, 018972",1.2836602,103.8592707,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEBY6LvzVhvrkJVMJpvXKgGP-iiWPahyrV0mTA0-XY-IsgnQp2ph28nQHyHUIidIrHcAYj2CZCMD-Cz5UgoN1XeXrlkaZ683TMIn96F7lGkCpD0moGw_hIjChzQM29otHvlzAoRwdvlvyAW80H1LKAFGT4FKt6SwJM5WCIX8O2syglt3,ChIJ3z7wXGAZ2jERvEErIRegmjk,7VM5+FP Singapore,6PH57VM5+FP,4,ChIJ3z7wXGAZ2jERvEErIRegmjk,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
915,Waku Ghin,OPERATIONAL,"Level 2 Dining, L2-03 The Shoppes at, 2 Bayfront Ave, Marina Bay Sands, 018956",1.2836602,103.8592707,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEAOIk913a6zMnhkNC3B2yR5phEo8PVbo7jcSYTO0zwgksECG-tesl_M90F_4rEwXzX0vlCvU29LLEsQEj60N65EcPO6sWRVyFRcSkxvSWPNHOe2M82DiUnHUZOMVH8yzYW9GimltY6CPAhqLgwUVFwciRwV5FgMaGlu8jb5-rt0pWYR,ChIJeeuv1AUZ2jEROtmhPHnPYQ4,7VM5+FP Singapore,6PH57VM5+FP,4.3,ChIJeeuv1AUZ2jEROtmhPHnPYQ4,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
916,Basil Leaf,OPERATIONAL,"4 Marina Blvd, #01-31A The Sail at Marina Bay, Singapore 018987",1.2808911,103.8523402,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Aap_uEDTCMgI784lQLqB3mIOb8ECgo6UCnH1bziwwkcpZyIJVU4J9sVvGSwRktqpfKVH_D7ocZdS2NV_tvkFtiSqAYnww7qHGPw6UEW1GLqO-7llCcwW_-NMqf6qIucbpmL-s3gBZ8DPVmQ4JzVB1HenjnrOA8b5-C8zrUoZaaKhW3RFZZFH,ChIJQdJ-Rw4Z2jERqJe1YO-Rlt4,7VJ2+9W Singapore,6PH57VJ2+9W,3.9,ChIJQdJ-Rw4Z2jERqJe1YO-Rlt4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
917,The Canopy Cafe,OPERATIONAL,"80 Rhu Cross, #02-01, Singapore 437437",1.2929743,103.8712796,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Aap_uECsGZJVJn1ydv4OXxXYwlZf_vYBlLrvgtq3IW2L-aAy8h8OXxoELltwmiAHDg6hePFzMU3oTAiOm8IPMrqYw1akQ1fVrQQrmVQgdBbdB_HAf68QTHNipBU2UqpepiSQlXg1uEdP-5v9Ld_CdVPzXEXSGT9WNtiFPQbOPi2m_cplMvqp,ChIJZzcZelQY2jERXh2P6UonyJw,7VVC+5G Singapore,6PH57VVC+5G,4,ChIJZzcZelQY2jERXh2P6UonyJw,407,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
918,Dallas Cafe & Bar,OPERATIONAL,"2 Bayfront Ave, #01 - 85 The Shoppes at Marina Bay Sands, Singapore 018972",1.2848879,103.8590691,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Aap_uECYaXVLIf7rnNgkM1QIZE26US4MxIKs5MUibJ1EFONUmIHRDe0oSQ59aBbFpcblspIASmqgW2lodg7sv10s0ke80X1snlR_5vYLQ0tYepdh13EFnjfnrGelMtUqJwu1mrtc0kqRvdqJk4roDhjJyWme8CCT4rGmyNfcyh8nXpeBnYqC,ChIJ1XQRfQYZ2jERNUChEjATNpk,7VM5+XJ Singapore,6PH57VM5+XJ,4.3,ChIJ1XQRfQYZ2jERNUChEjATNpk,491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
